OBJECTID;IDESTACION;FECHAACTUAL;CODIGOESTACION;DENOMINACION;CODIGOEMPRESA;CODIGOMUNICIPIO;CODIGOPOSTAL;DISTRITO;CORONATARIFARIA;X;Y;LINEAS
1958;6_38;20190912;38;PUERTA DE ALCALA;162;79;28001;3;A;441731;4474774;1, 2, 9, 15, 19, 20, 51, 52, 74, 146, N2, N3, N5, N6, N7, N8
1959;6_1642;20190912;1642;VIRGEN DEL PORTILLO-V.DEL SAGRARIO;776;79;28027;15;A;444949;4476768;48, 146
1960;6_1139;20190912;1139;PICO ARTILLEROS Nº 102;1270;79;28030;14;A;445795;4473204;30
1961;6_891;20190912;891;JUAN PEREZ ZUÑIGA-TORRELAGUNA;1243;79;28027;15;A;445020;4477074;21
1962;6_5228;20190912;5228;AV.ARROYO DEL SANTO-AV.LOS ARCES;1305;79;28042;16;A;447376;4478533;153
1963;6_5403;20190912;5403;AQUITANIA-NUREMBERG;3658;79;28032;20;A;447719;4474642;106, 140, SE723
1964;6_5536;20190912;5536;PZA.MANUEL BECERRA-DR.ESQUERRO;3811;79;28009;4;A;443405;4475629;2, 71
1965;6_5539;20190912;5539;MINERVA-AV.COMUNIDADES;3827;79;28032;19;A;448474;4471891;71
1966;6_5540;20190912;5540;MINERVA-AV.COMUNIDADES;3828;79;28032;19;A;448450;4471912;71
1967;6_5541;20190912;5541;AVENIDA DE LA AVIACION;3810;79;28044;10;A;433793;4469941;39, 139
1968;6_5484;20190912;5484;Pº SAN MILLAN DE LA COGOLLA - SIERRA DE ATAPUERCA;3770;79;28050;8;A;443409;4484152;175
1969;6_1890;20190912;1890;AV.MEDITERRANEO-AV.DEMOCRACIA;2613;79;28032;19;A;447117;4471637;63, 145, E, N9
1970;6_1899;20190912;1899;FCOS.RODRIGUEZ-MARGARITAS;1573;79;28039;6;A;440292;4478891;64, 126, 128
1971;6_3700;20190912;3700;FORGES-JARDIN DE LA DUQUESA;4570;79;28032;19;A;448970;4473136;106, N7
1972;6_3702;20190912;3702;FORGES-JARDIN DE LA DUQUESA;4571;79;28032;19;A;448970;4473117;106
1973;6_2116;20190912;2116;AV.TOREROS-CAMPANAR;2778;79;28028;4;A;443568;4476155;74
1974;6_2123;20190912;2123;FERRAZ-ROMERO ROBLEDO;2786;79;28008;9;A;438867;4476062;62, 74
1975;6_2128;20190912;2128;EDUARDO BARREIROS-PADUL;2797;79;28041;12;A;440897;4468888;76, 116
1976;6_2135;20190912;2135;VILLALONSO-PUEBLA DE SANABRIA;2812;79;28021;17;A;439589;4466996;76
1977;6_2140;20190912;2140;AV.EDUARDO BARREIROS-JOSE PEREZ;2808;79;28041;17;A;440240;4467501;76
1978;6_2153;20190912;2153;ALCALA-SAN MARIANO;2953;79;28022;20;A;448046;4477586;77, 105, 140, 153, 165, N5
1979;6_3444;20190912;3444;AV.PABLO IGLESIAS-NUMANCIA;1673;79;28039;6;A;439713;4478483;127, N21
1980;6_3458;20190912;3458;PRINCIPE DE VIANA;3479;79;28023;9;A;432289;4480341;162
1981;6_1827;20190912;1827;RAFAEL ALBERTI-SAN CLAUDIO;2533;79;28038;13;A;445892;4471381;54, 144, N10
1982;6_1759;20190912;1759;NTRA.SRA.VALVANERA-TORTOLA;2549;79;28019;11;A;437604;4471594;55, N16
1983;6_1700;20190912;1700;AV.FELICIDAD-UNANIMIDAD;4871;79;28041;17;A;441866;4468051;23, 123
1984;6_1625;20190912;1625;POBLADURA VALLE-PARAMENTO;2483;79;28037;20;A;448114;4475635;48, 153
1985;6_1427;20190912;1427;RONDA DE TOLEDO-RIBERA CURTIDORES;2358;79;28005;2;A;440040;4473252;41, 60, 148, C2
1986;6_6145;20190912;6145;BRAVO MURILLO-AZUCENA;4147;79;28020;6;A;441027;4479612;66, 124, N23
1987;6_2543;20190912;2543;SUECIA-FRANCFORT;4410;79;28022;20;A;448646;4475084;140, 153
1988;6_2545;20190912;2545;R.BELTRAN ROZPIDE-RAFAELA YBARRA;4622;79;28026;12;A;439603;4469882;78
1989;6_2557;20190912;2557;GUTIERREZ CANALES-GTA.EOLO;2976;79;28022;20;A;448005;4477909;105, 153
1990;6_2565;20190912;2565;AV.GENERAL-GONZALO DE CESPEDES;1317;79;28042;21;A;450935;4480404;105, 115, 166, N4
1991;6_2578;20190912;2578;AV.LOGROÑO-MARQUES DE BERNA;1314;79;28042;21;A;450512;4479752;105, 112, 115, N4
1992;6_2586;20190912;2586;AV.DAROCA-RICARDO ORTIZ;1078;79;28017;15;A;444297;4475987;106, 110, 210, N7
1993;6_1437;20190912;1437;BRAVO MURILLO-ROSA DE SILVA;2651;79;28020;6;A;441088;4479658;66, 124, N23
1994;6_837;20190912;837;GRAL.ARANAZ-JOSE Mª CAVERO;5040;79;28027;15;A;445259;4477895;21
1995;6_85;20190912;85;AVDA. REINA VICTORIA-GRAL.RODRIGO;185;79;28003;7;A;439543;4477687;2, C1, F
1996;6_865;20190912;865;ALBERTO AGUILERA-G.EL BUENO;1221;79;28015;7;A;439668;4475973;21, M2
1997;6_871;20190912;871;ALBERTO AGUILERA-GALILEO;1222;79;28015;1;A;439815;4475935;21
1998;6_883;20190912;883;ALCALA-PLAZA MANUEL BECERRA;682;79;28009;4;A;443303;4475632;21, 43, 53, 146, N5, N7
1999;6_887;20190912;887;VIRGEN DE LLUC-VIRGEN ALEGRIA;1238;79;28027;15;A;444537;4476385;21
2000;6_888;20190912;888;VIRGEN DE LLUC-JOSE DEL HIERRO;1240;79;28027;15;A;444760;4476423;21
2001;6_5133;20190912;5133;LA SALLE-BLANCA DE CASTILLA;3467;79;28023;9;A;433669;4480025;161
2002;6_5144;20190912;5144;CNO DE LA ZARZUELA-BLANCA DE CASTILLA;3468;79;28023;9;A;433581;4479831;162
2003;6_5128;20190912;5128;PLEYADES-ANA TERESA;4;79;28023;9;A;433634;4479464;161
2004;6_2316;20190912;2316;ANA TERESA-ANTARES;3444;79;28023;9;A;433337;4479565;160
2005;6_5129;20190912;5129;PLEYADES-AV.OSA MAYOR;5;79;28023;9;B1;433613;4479245;161
2006;6_2319;20190912;2319;AV.OSA MAYOR-CTRA.HUMERA;3447;79;28023;9;B1;434030;4479251;160, 161, N28
2007;6_539;20190912;539;AV.AMERICA-CARTAGENA;1281;79;28028;4;A;442986;4476898;72
2008;6_1483;20190912;1483;CORAZON DE MARIA-PADRE XIFRE;2732;79;28002;5;A;443146;4477057;72
2009;6_1116;20190912;1116;PRINCIPE DE VERGARA-LOPEZ DE HOYOS;2240;79;28002;5;A;442537;4477236;29, 52
2010;6_1108;20190912;1108;PRINCIPE DE VERGARA-LOPEZ DE HOYOS;2239;79;28002;5;A;442569;4477240;29, 52
2011;6_409;20190912;409;LOPEZ DE HOYOS-PRINCIPE VERGARA;2009;79;28002;5;A;442597;4477192;9, 73, N2
2012;6_449;20190912;449;LOPEZ DE HOYOS-PRINCIPE DE VERGARA;2010;79;28002;5;A;442605;4477221;9, 73, N2
2013;6_282;20190912;282;Pº. DELICIAS-TORTOSA;89;79;28045;2;A;441291;4473302;6, 19, 27, 45, N14
2014;6_3917;20190912;3917;ALCALA Nº 213;5146;79;28028;4;A;443635;4475868;21, 38, 53, 106, 110, 146, 210
2015;6_2306;20190912;2306;Pº RUPERTO CHAPI-PZA.MONCLOA;5147;79;28008;9;A;439013;4476525;A
2016;6_605;20190912;605;ALCALA, 168;685;79;28028;4;A;443575;4475793;12, 21, 38, 53, 106, 110, 146, 210, N5, N7
2017;6_1837;20190912;1837;Pº. DELICIAS-PLAZA EMPERADOR CARLOS V;5360;79;28045;2;A;441294;4473348;59, 85, 86, 102, E1
2018;6_1558;20190912;1558;TORTOSA Nº 4;2420;79;28045;2;A;441322;4473273;47, 55, 247
2019;6_1608;20190912;1608;AV.SENECA-ARCO DE LA VICTORIA;3449;79;28008;9;A;438705;4476720;160, 161, A, N28
2020;6_2305;20190912;2305;PRINCESA-PZA.MONCLOA;740;79;28008;9;A;439097;4476444;83, 133
2021;6_5542;20190912;5542;RONDA DON BOSCO-PARAGUAYA;664;79;28044;11;A;436183;4469878;139
2022;6_5557;20190912;5557;AVDA DEL GENERAL FANJUL FRENTE Nº 60;3833;79;28044;10;A;434003;4470664;17
2023;6_5561;20190912;5561;CTRA DE ACCESO A MERCAMADRID, S/N;3844;79;28053;18;A;443782;4468186;130
2024;6_5386;20190912;5386;TRESPADERNE;3636;79;28042;21;A;450740;4478481;112, 114
2025;6_554;20190912;554;CORAZON DE MARIA-S.NAZARIO;2381;79;28002;5;A;443597;4477997;43, 72
2026;6_5503;20190912;5503;PASEO IMPERIAL, S/N;3812;79;28005;2;A;439257;4473497;41
2027;6_5504;20190912;5504;PASEO IMPERIAL-RONDA DE SEGOVIA;3814;79;28005;2;A;439184;4473772;41
2028;6_3772;20190912;3772;BERROCAL-CANCHAL;4984;79;28021;17;A;442602;4466621;85, 123, N12
2029;6_3787;20190912;3787;ACONCAGUA-NEVADO CUMBAL;4895;79;28033;16;A;446568;4480196;104, 171, T11
2030;6_3857;20190912;3857;COPERNICO-LADERA ALMENDROS;5029;79;28032;19;A;447002;4472097;8, 71
2031;6_5922;20190912;5922;PASEO CASTELLANA-MARQUES TORRELAGUNA;1488;79;28046;5;A;441892;4480727;66, 173, 174, 175, 176, 178, SE704, T62
2032;6_3449;20190912;3449;ANASTASIA LOPEZ-BRAILLE;2686;79;28034;8;A;441393;4483369;66, 137
2033;6_5465;20190912;5465;PLAZA DE LA VICALVARADA;3758;79;28032;19;A;448353;4473563;4, 100, 106, N7
2034;6_3082;20190912;3082;RAMON PEREZ AYALA-BENJAMIN PALENCIA;3328;79;28038;13;A;444655;4472284;141
2035;6_3089;20190912;3089;Cº VALDERRIBAS-DR.SALGADO;3329;79;28038;13;A;443855;4472556;141
2036;6_3095;20190912;3095;FTE.CARRANTONA-ENCOMIENDA PALACIOS;848;79;28030;14;A;445994;4472390;142, 144, N8
2037;6_3101;20190912;3101;RAFAEL ALBERTI-EXTREMEÑOS;3345;79;28018;13;A;445541;4470833;144
2038;6_2723;20190912;2723;ARROYO DE LA MEDIA LEGUA;3103;79;28030;14;A;444651;4473958;113
2039;6_2731;20190912;2731;JOSEFA VALCARCEL-GRAL.ARANAZ;3108;79;28027;15;A;445190;4477943;114
2040;6_2732;20190912;2732;JOSEFA VALCARCEL-INST.NAC.ESTADISTICA;3563;79;28027;20;A;445789;4477969;114, 115, N4
2041;6_2744;20190912;2744;AV.CANTABRIA-PZA.DEL NAVIO;1302;79;28042;21;A;450257;4478667;112, 114, 115, 166
2042;6_2751;20190912;2751;JUAN I.LUCA TENA-D.JUANA I CASTILLA;3114;79;28027;20;A;446468;4477857;114, 146, N4
2043;6_2757;20190912;2757;AV.25 SEPTIEMBRE-PZA.LAS OLIVAS;4903;79;28027;20;A;447033;4477608;104
2044;6_276;20190912;276;Pº CHOPERA-PZA.GRAL.MAROTO;1123;79;28045;2;A;440891;4471841;6, 18, 78, 148, N12, N14
2045;6_2763;20190912;2763;GTA. EMBAJADORES;3126;79;28012;2;A;440487;4473112;78, 116, 118
2046;6_2773;20190912;2773;MANOJO DE ROSAS-CORTE DEL FARAON;3144;79;28041;17;A;440864;4468244;116
2047;6_2782;20190912;2782;ANTONIO LEYVA-NAVAHONDA;3132;79;28019;11;A;439403;4471694;116
2048;6_2798;20190912;2798;VALMOJADO Nº 209;1482;79;28024;10;A;435706;4471439;121, 138
2049;6_281;20190912;281;Pº DELICIAS-PZA.LUCA DE TENA;1184;79;28045;2;A;441251;4472889;6, 19, 45, 47, 55, 59, 85, 86, 247, N14
2050;6_2816;20190912;2816;AV.POBLADOS-CARRANQUE;3179;79;28025;11;A;438380;4469675;116, 121, 131, 155
2051;6_2821;20190912;2821;AV.POBLADOS-PARQUE EUGENIA MONTIJO;663;79;28047;11;A;435960;4470244;121, 131, 139
2052;6_2829;20190912;2829;AV.FELICIDAD-AV.OROVILLA;3197;79;28041;17;A;441611;4468020;23, 123
2053;6_2835;20190912;2835;BRAVO MURILLO-PALENCIA;1568;79;28020;6;A;440451;4478052;3, 64, 66, 124, 128, N23
2054;6_2844;20190912;2844;AV.C.HERRERA ORIA-CTRA.COLMENAR;3232;79;28034;8;A;440750;4482512;124
2055;6_2860;20190912;2860;ALCALDE MARTIN ALZAGA-ARTAJONA;1649;79;28039;9;A;439182;4479561;126, 127, 132, N21
2056;6_1114;20190912;1114;PRINCIPE DE VERGARA-AUDITORIO NACIONAL;2244;79;28002;5;A;442590;4477788;29, 52
2057;6_6042;20190912;6042;ARROYO-PASEO DE LA DIRECCION;5636;79;28029;6;A;440574;4480343;49, N22
2058;6_6048;20190912;6048;ALCALA-PUERTA DEL SOL;5682;79;28014;1;A;440539;4474503;51
2059;6_6049;20190912;6049;AV.HISPANIDAD-CENTRO DE CARGA AEREA;5665;79;28042;21;A;450806;4478852;101
2060;6_5572;20190912;5572;DIEGO DE LEON-CASTELLO;3738;79;28006;4;A;442346;4476438;61
2061;6_5575;20190912;5575;EMETERIO CASTAÑOS-ARTURO SORIA;2904;79;28033;15;A;443882;4479508;87
2062;6_5576;20190912;5576;CERRO MILANO-AV.GAVIA;3847;79;28031;18;A;447819;4468895;142
2063;6_5577;20190912;5577;CERRO MILANO-AV.GAVIA;3848;79;28031;18;A;447843;4468921;142
2064;6_5579;20190912;5579;ENSANCHE VALLECAS-PEÑARANDA BRACAMONTE;3850;79;28051;18;A;448417;4469068;145
2065;6_5250;20190912;5250;AV.PIO XII-MARQUES DE TORROJA;1728;79;28036;5;A;442964;4480515;14, 16
2066;6_5673;20190912;5673;GRANJA SAN ILDEFONSO-BATRES;3949;79;28031;18;A;447410;4468883;142
2067;6_5372;20190912;5372;AVDA. STO. DOMINGO DE LA CALZADA;3611;79;28050;8;A;443696;4484200;T61
2068;6_5378;20190912;5378;TRAVESIA COSTA BRAVA;3620;79;28034;8;A;440780;4483189;178
2069;6_5366;20190912;5366;JACOBEO-LONJA DE LA SEDA;3633;79;28054;11;A;435511;4468817;35, N17
2070;6_3454;20190912;3454;ANASTASIA LOPEZ-BRAILLE;2687;79;28034;8;A;441412;4483374;66, 137
2071;6_3452;20190912;3452;SAN CUGAT DEL VALLES-BRAILLE;5105;79;28034;8;A;441116;4483325;66
2072;6_3451;20190912;3451;BRAILLE-CALDAS DE ESTRACH;2690;79;28034;8;A;441122;4483222;66, 137
2073;6_5969;20190912;5969;AFUERAS A VALVERDE-BELLA ALTISIDORA;5543;79;28034;8;A;441464;4483489;N24
2074;6_5970;20190912;5970;AFUERAS A VALVERDE-SAN CUGAT DEL VALLES;5544;79;28034;8;A;441436;4483456;N24
2075;6_5971;20190912;5971;FEDERICO MOMPOU-ISABEL COLBRAND;399;79;28050;8;A;442572;4484870;175, N24
2076;6_5513;20190912;5513;AV. STO. DOMINGO CALZADA - RABANAL CAMINO;3794;79;28050;8;A;443148;4484642;176
2077;6_5972;20190912;5972;CASTIELLO DE JACA-STO.DOM.DE LA CALZADA;5535;79;28050;8;A;442676;4484507;176, N24
2078;6_5817;20190912;5817;SAN MARIANO-CANAL DEL BOSFORO;4047;79;28022;20;A;448248;4477064;28, N5
2079;6_3576;20190912;3576;AVDA. DOCTOR GARCIA TAPIA;4974;79;28030;14;A;447046;4473273;100
2080;6_2438;20190912;2438;MAQUEDA-TEMBLEQUE;4301;79;28024;10;A;435307;4471766;H
2081;6_2454;20190912;2454;GOLONDRINA-VALTRAVIESO;4581;79;28023;9;B1;433528;4478347;160, 161
2082;6_2323;20190912;2323;CTRA.CASTILLA-VIA DOS CASTILLAS;3428;79;28023;9;A;435395;4478170;160, 161
2083;6_2336;20190912;2336;PARADORES-VENTA VIEJA;3489;79;28023;9;A;429752;4481252;162
2084;6_2341;20190912;2341;AMOREBIETA-DEUSTO;3492;79;28023;9;A;431945;4480353;162
2085;6_1539;20190912;1539;AV.REINA VICTORIA-LOS VASCOS;1416;79;28003;9;A;439831;4477811;45, C2, F
2086;6_1546;20190912;1546;AV.JUAN HERRERA-MARTIN FIERRO;2415;79;28040;9;A;438028;4476871;46, N20, U
2087;6_1432;20190912;1432;BRAVO MURILLO-TERUEL;1569;79;28020;6;A;440483;4478322;3, 64, 66, 124, 128
2088;6_3932;20190912;3932;JOSE PRAT-INDALECIO PRIETO;3498;79;28032;19;A;447244;4472330;N8
2089;6_213;20190912;213;PASEO CASTELLANA-PLAZA DE CASTILLA;3568;79;28046;6;A;441650;4480035;42, 124, 147, N24
2090;6_225;20190912;225;MODESTO LAFUENTE-JOSE ABASCAL;1897;79;28003;7;A;441052;4476880;5
2091;6_234;20190912;234;Pº RECOLETOS-PZA.DE CIBELES;73;79;28004;1;A;441339;4474832;5, 14, 27, 37, 45, 150, N23, N25, N26
2092;6_3898;20190912;3898;PRINCIPE DE VERGARA-REP.ECUADOR;4850;79;28016;5;A;442688;4478780;7, 16, 29, 51
2093;6_2804;20190912;2804;AV.POBLADOS-EUGENIA DE MONTIJO;2463;79;28044;11;A;436532;4469980;47, 121, 131
2094;6_619;20190912;619;Pº HABANA-HERREROS DE TEJADA;2136;79;28016;5;A;442250;4478709;14
2095;6_620;20190912;620;Pº HABANA-VERACRUZ;2138;79;28036;5;A;442350;4478952;14
2096;6_1403;20190912;1403;RONDA DE SEGOVIA-PUERTA TOLEDO;2359;79;28005;1;A;439623;4473408;148, C1
2097;6_2535;20190912;2535;AV.POBLADOS-EUGENIA DE MONTIJO;2462;79;28044;11;A;436535;4470004;47, 121, 131
2098;6_102;20190912;102;BRAVO MURILLO-MAUDES;1419;79;28003;7;A;440400;4477670;3, 45, 149, N23
2099;6_939;20190912;939;ANTONIO LOPEZ-AV.CORDOBA;931;79;28026;12;A;440834;4471213;23, 123, N12
2100;6_1418;20190912;1418;SAN POL DE MAR;870;79;28008;9;A;438422;4475298;41, 75
2101;6_2361;20190912;2361;ULISES-ARTURO SORIA;383;79;28043;15;A;444494;4478786;120, 122
2102;6_2889;20190912;2889;ARTURO SORIA-AV.SAN LUIS;134;79;28033;15;A;443448;4481098;29, 125, 129, 150
2103;6_923;20190912;923;ANTONIO LOPEZ-AV.CORDOBA;930;79;28026;12;A;440843;4471155;23, 123, N12
2104;6_3081;20190912;3081;AV.ALBUFERA-PIO FELIPE;5671;79;28038;13;A;444601;4471672;141
2105;6_1311;20190912;1311;BRAVO MURILLO-MAUDES;1381;79;28003;7;A;440398;4477635;37
2106;6_1901;20190912;1901;FCOS.RODRIGUEZ-OFELIA NIETO;1577;79;28039;9;A;439725;4479022;64, 126, 127, 132, N21
2107;6_634;20190912;634;Pº HABANA-VERACRUZ;2139;79;28036;5;A;442319;4478978;14
2108;6_635;20190912;635;Pº HABANA-HERREROS DE TEJADA;2137;79;28036;5;A;442242;4478722;14
2109;6_1698;20190912;1698;SERRANO-PRINCIPE DE VERGARA;438;79;28016;5;A;442566;4478603;51, N1
2110;6_684;20190912;684;PRINCIPE DE VERGARA-SERRANO;515;79;28016;5;A;442690;4478560;16, 29, N1
2111;6_3897;20190912;3897;PRINCIPE DE VERGARA-REP.ECUADOR;4849;79;28016;5;A;442710;4478781;7, 16, 29, 51
2112;6_335;20190912;335;PRINCIPE DE VERGARA-SERRANO;514;79;28016;5;A;442667;4478591;7, 16, 29
2113;6_1473;20190912;1473;AV.RAMON Y CAJAL-PPE.VERGARA;412;79;28002;5;A;442692;4478307;43, 52, 120
2114;6_1474;20190912;1474;AV.RAMON Y CAJAL-VICTOR DE LA SERNA;457;79;28016;5;A;442967;4478301;43, 120
2115;6_336;20190912;336;PRINCIPE DE VERGARA-CONCHA ESPINA;516;79;28016;5;A;442643;4478363;7, 16, 29
2116;6_1388;20190912;1388;AVDA.ALFONSO XIII-AV.RAMON Y CAJAL;309;79;28016;5;A;443538;4478476;40
2117;6_940;20190912;940;ANTONIO LOPEZ-AMPARO USERA;929;79;28026;12;A;440700;4471359;23, N15
2118;6_1711;20190912;1711;PTO.RICO-AV.RAMON Y CAJAL;2513;79;28016;5;A;442901;4478382;52
2119;6_303;20190912;303;SERRANO-HOSPITAL SAN RAFAEL;435;79;28016;5;A;442363;4478368;7, 51
2120;6_1699;20190912;1699;SERRANO-HOSPITAL SAN RAFAEL;436;79;28016;5;A;442346;4478381;51, N1
2121;6_443;20190912;443;AV.ALFONSO XIII-PRADILLO;310;79;28002;5;A;443494;4478276;9, 40, 43, 72, 73, N2
2122;6_1384;20190912;1384;AVDA.ALFONSO XIII-AV.RAMON Y CAJAL;308;79;28016;5;A;443516;4478480;40
2123;6_3223;20190912;3223;AV.RAMON Y CAJAL-PADRE CLARET;461;79;28016;5;A;443723;4478406;120
2124;6_274;20190912;274;MARCELO USERA-GTA.DE CADIZ;3912;79;28026;12;A;440674;4471213;6, 78
2125;6_922;20190912;922;ANTONIO LOPEZ-AMPARO USERA;928;79;28026;12;A;440651;4471365;23, N15
2126;6_921;20190912;921;ANTONIO LOPEZ-MATILDE GAYO;926;79;28026;12;A;440535;4471499;23
2127;6_3724;20190912;3724;ANTONIO MACHADO-SINESIO DELGADO;4643;79;28035;9;A;439117;4479830;126, 127, 132
2128;6_2871;20190912;2871;ANTONIO MACHADO-SINESIO DELGADO;1654;79;28035;9;A;439124;4479900;127, 132, N21
2129;6_3437;20190912;3437;ANTONIO MACHADO-ISLA DE OZA;1652;79;28035;9;A;439047;4479630;126, 127, 132
2130;6_3466;20190912;3466;SINESIO DELGADO-ANTONIO MACHADO;3242;79;28035;9;A;439176;4479918;126
2131;6_2181;20190912;2181;GRAN AVENIDA-PZA.ASOCIACION;2828;79;28041;12;A;440211;4469199;78, 81, 116, N15
2132;6_2182;20190912;2182;CAMPOTEJAR-GRAN AVENIDA;2830;79;28041;12;A;440375;4469174;78, 116, N15
2133;6_2183;20190912;2183;CAMPOTEJAR-FERNANDO ORTIZ;2832;79;28041;12;A;440348;4469028;78, 116, N15
2134;6_2674;20190912;2674;FERNANDO GABRIEL-ARRIAGA;2997;79;28017;15;A;445903;4475292;109
2135;6_2679;20190912;2679;STA.FELICIDAD-IGLESIA;3069;79;28017;15;A;444970;4475511;110, 113, 210
2136;6_2684;20190912;2684;STA.IRENE-AV.TRECE ROSAS;3077;79;28017;15;A;444969;4474607;110, 113, 210
2137;6_2693;20190912;2693;CEMENTERIO DE LA ALMUDENA PARADA 9;3088;79;28017;15;A;445805;4474795;110
2138;6_2700;20190912;2700;STA.FELICIDAD-STA.GENOVEVA;3072;79;28017;15;A;444903;4475227;110, 113, 210
2139;6_5488;20190912;5488;AV. CAMINO SANTIAGO - SAN JUAN ORTEGA;3774;79;28050;8;A;443033;4484095;172, 172SF
2140;6_1648;20190912;1648;AQUITANIA-CAPRI;4636;79;28032;20;A;447452;4474522;106, 140, E2, N7, SE723
2141;6_2216;20190912;2216;AV.ANDALUCIA-AV.MARCONI;2860;79;28021;17;A;441248;4465255;79
2142;6_2797;20190912;2797;VALMOJADO-ILLESCAS;1480;79;28024;10;A;435744;4471774;121, 138
2143;6_2226;20190912;2226;EXPROPIACION-AV.POBLADOS;2868;79;28041;12;A;440297;4469359;81
2144;6_2232;20190912;2232;AV.POBLADOS-DR.TOLOSA LATOUR;2875;79;28041;12;A;440454;4469403;81, 121, N15
2145;6_3359;20190912;3359;VALMOJADO-ILLESCAS;1481;79;28047;10;A;435761;4471769;138
2146;6_5367;20190912;5367;CASATEJADA-CAMINO DE LAS CRUCES;3631;79;28044;11;A;435421;4469015;35, N17
2147;6_5369;20190912;5369;AVDA DE PÍO XII,92;3629;79;28036;5;A;442995;4480530;16, 150
2148;6_255;20190912;255;AV.RAFAELA YBARRA-DOLORES BARRANCO;1947;79;28026;12;A;439729;4470658;6, 60, 81, N15
2149;6_2365;20190912;2365;SAN MODESTO-HOSPITAL RAMON Y CAJAL;4934;79;28034;8;A;441099;4482326;125, 165, 166
2150;6_2370;20190912;2370;GREGORIO SANCHEZ HERRAEZ-M40;2890;79;28033;16;A;446176;4481186;87, N2
2151;6_2380;20190912;2380;MANIZALES-ARACATACA;2743;79;28033;16;A;446114;4480714;87
2152;6_2387;20190912;2387;GRAN VIA HORTALEZA-GTA.SANDRO PERTINI;2886;79;28043;16;A;445566;4480234;87
2153;6_2260;20190912;2260;SAN MARTIN DE PORRES-ARTESA DE SEGRE;1710;79;28035;9;A;438417;4480260;82
2154;6_427;20190912;427;MAR DE LAS ANTILLAS-SANTA SUSANA;2039;79;28033;16;A;445230;4480992;9
2155;6_340;20190912;340;JOAQUIN COSTA-PZA.REP.ARGENTINA;419;79;28002;5;A;441939;4477673;7, C2
2156;6_345;20190912;345;MIGUEL ANGEL Nº 11;4338;79;28010;7;A;441468;4476525;7, 40, 147
2157;6_5254;20190912;5254;JOAQUÍN COSTA-PZA.REP.ARGENTINA;5394;79;28002;5;A;442041;4477546;C2
2158;6_1775;20190912;1775;PZA.MANUEL BECERRA-DR. ESQUERDO;1427;79;28009;4;A;443367;4475649;56, 143, 156, C1
2159;6_2943;20190912;2943;Cº HORMIGUERAS-CTRA.VILLAVERDE VALLECAS;5759;79;28031;18;A;446630;4470050;130, T31
2160;6_1789;20190912;1789;AV.PQUE.PALOMERAS BAJAS-AHIJONES;2576;79;28018;13;A;444270;4470204;57, 136, 144
2161;6_1795;20190912;1795;AV.PABLO NERUDA-VILLALOBOS;2581;79;28018;13;A;444803;4470553;57, 144
2162;6_1801;20190912;1801;MARTINEZ DE LA RIVA-PEÑA FALCONERA;2568;79;28018;13;A;443753;4471020;57, 144
2163;6_2347;20190912;2347;J.JOSE MTNEZ.SECO-E.MACARENA;1440;79;28021;17;A;441401;4467219;85, 123, N13
2164;6_5511;20190912;5511;CASTIELLO DE JACA - EUNATE;3791;79;28050;8;A;442762;4484326;176
2165;6_5520;20190912;5520;TIERRA DE MELIDE - GTA. MONTE DEL GOZO;3805;79;28050;8;A;443577;4484755;176, N24
2166;6_1244;20190912;1244;EUGENIA DE MONTIJO-PZA.EMPERATRIZ;376;79;28054;11;A;436350;4469769;34, 35, 47, 139, N17
2167;6_5357;20190912;5357;ESTACION DE ARAVACA;3575;79;28023;9;B1;433531;4477982;161
2168;6_5226;20190912;5226;AV.LOS PRUNOS-PETUNIAS;1259;79;28042;16;A;447577;4478515;153
2169;6_5227;20190912;5227;AV.LOS PRUNOS-SANDALO;1258;79;28042;16;A;447722;4478584;153
2170;6_2061;20190912;2061;ARTURO SORIA-BELISANA;221;79;28043;15;A;444364;4478911;11, 70, N3
2171;6_2067;20190912;2067;ARROYO BELINCOSO-Cº VINATEROS;2720;79;28030;14;A;444752;4473752;71
2172;6_2071;20190912;2071;HACIENDA PAVONES Nº204;1052;79;28030;14;A;445844;4472807;71, 100
2173;6_3055;20190912;3055;AV.AVIACION-MEDINA DEL CAMPO;645;79;28024;10;A;433336;4470582;139
2174;6_3063;20190912;3063;ANDALUCES-AV.RAFAEL ALBERTI;2526;79;28038;13;A;445890;4471475;54, 144
2175;6_3068;20190912;3068;ANDALUCES-AV.PABLO NERUDA;2525;79;28038;13;A;445668;4471630;54, 144
2176;6_2952;20190912;2952;ALCOCER-VILLAVERDE CRUCE;1790;79;28041;17;A;441148;4467181;18, 22, 116, 130
2177;6_2962;20190912;2962;ALMIRANTE FCO.MORENO-DR.F.RUBIO;3285;79;28040;9;A;439519;4478622;132
2178;6_1093;20190912;1093;PAYASO FOFO-SIERRA BERMEJA;1108;79;28018;13;A;444061;4471507;103
2179;6_5010;20190912;5010;CONCEJAL FCO.J.JIMÉNEZ MARTÍN-BERLANAS;4781;79;28047;10;A;436252;4472605;55
2180;6_5017;20190912;5017;PEDROÑERAS-SILVANO;468;79;28043;16;A;446720;4479530;120, N3
2181;6_5031;20190912;5031;HERNÁNDEZ MAS-RAFAEL MARCOTE;4743;79;28053;13;A;443225;4470500;144
